city,cut,color,clarity,carat,depth,table,x,y,z,price
5,2,2,4,1.17,62.2,56.0,6.77,6.74,4.2,8806
11,3,6,5,1.26,62.5,58.0,6.92,6.9,4.32,5107
1,4,2,6,1.1,59.8,54.0,6.74,6.77,4.04,10701
5,2,1,5,1.51,61.2,57.0,7.37,7.47,4.54,14889
2,2,5,2,1.0,62.7,56.0,6.33,6.37,3.98,4174
3,3,3,5,1.14,61.9,58.0,6.72,6.68,4.15,6256
3,2,5,4,0.3,62.5,54.0,4.32,4.29,2.69,608
3,3,0,5,0.3,61.7,58.0,4.32,4.3,2.66,911
0,2,3,3,1.06,61.0,57.0,6.61,6.56,4.02,4662
8,2,0,5,0.52,62.6,56.0,5.14,5.11,3.21,1919
12,1,6,3,1.51,58.1,64.0,7.53,7.57,4.39,6104
10,2,5,3,0.73,62.4,56.0,5.74,5.77,3.59,2218
4,3,2,5,0.5,60.7,58.0,5.16,5.12,3.12,1654
3,2,5,5,0.86,63.0,53.0,6.1,6.06,3.83,2706
3,2,3,1,0.26,62.2,55.0,4.09,4.13,2.55,605
1,4,3,7,1.67,61.6,57.0,7.61,7.69,4.71,17028
9,2,3,7,1.39,61.4,54.0,7.22,7.3,4.44,12462
2,2,4,5,1.0,62.5,58.0,6.38,6.33,3.97,4704
9,4,1,3,1.02,62.9,56.0,6.36,6.43,4.02,4398
10,3,4,5,1.2,61.4,59.0,6.79,6.75,4.16,6333
10,3,4,5,1.07,62.1,59.0,6.52,6.56,4.06,5327
10,3,2,5,1.51,62.1,59.0,7.37,7.26,4.54,13074
1,1,0,3,0.71,64.3,56.0,5.64,5.59,3.61,2215
12,3,6,5,1.74,61.9,62.0,7.62,7.54,4.7,8364
5,2,1,5,0.71,61.6,56.0,5.74,5.76,3.54,2891
9,4,1,2,1.53,62.6,57.0,7.25,7.41,4.59,12386
10,3,0,2,1.08,61.6,56.0,6.64,6.57,4.07,5419
2,4,1,4,0.56,58.6,57.0,5.43,5.46,3.19,1742
8,2,1,5,0.33,61.1,55.0,4.47,4.51,2.74,738
10,4,4,2,0.9,62.8,57.0,6.14,6.18,3.87,3437
8,3,2,4,0.4,61.9,59.0,4.7,4.67,2.9,1050
11,4,3,2,0.5,64.1,57.0,5.04,5.07,3.24,1187
11,2,4,5,1.2,60.8,55.0,6.9,6.85,4.18,7190
11,3,4,2,1.1,62.0,58.0,6.68,6.6,4.12,5267
9,2,3,6,0.32,61.8,55.0,4.4,4.43,2.73,814
1,2,3,1,0.31,61.4,55.0,4.36,4.4,2.69,891
3,1,6,3,1.5,63.6,58.0,7.18,7.25,4.59,6306
6,3,4,2,2.03,61.7,59.0,8.17,8.1,5.02,16900
6,2,2,4,0.71,62.1,57.0,5.73,5.76,3.57,3066
0,3,5,4,1.13,61.7,54.0,6.74,6.71,4.15,5316
10,2,5,3,2.19,62.4,56.0,8.26,8.3,5.17,16147
2,3,4,4,1.0,59.1,60.0,6.45,6.42,3.8,4732
12,2,0,4,0.51,60.9,57.0,5.17,5.2,3.16,1752
12,4,2,2,0.7,61.8,58.0,5.67,5.72,3.52,2230
3,4,2,4,0.9,61.2,56.0,6.18,6.23,3.8,5324
11,4,5,3,2.0,63.7,61.0,7.85,7.97,5.04,12221
8,2,1,2,0.77,61.0,56.0,5.92,5.94,3.62,3827
1,3,6,1,1.61,62.1,58.0,7.53,7.47,4.66,10350
3,2,3,3,0.9,60.6,55.0,6.27,6.33,3.82,4077
3,2,3,4,0.54,61.4,55.0,5.26,5.3,3.24,1868
0,3,6,2,1.0,62.0,62.0,6.27,6.22,3.87,3276
4,1,2,3,1.1,60.5,61.0,6.61,6.67,4.02,4674
3,2,1,5,0.3,61.3,57.0,4.3,4.34,2.65,621
9,3,1,4,0.36,61.5,59.0,4.57,4.6,2.82,727
3,4,3,2,1.2,63.2,59.0,6.77,6.74,4.27,5665
7,2,2,2,0.36,62.7,57.0,4.53,4.56,2.85,520
3,4,4,3,1.65,63.4,59.0,7.53,7.49,4.76,8020
2,2,2,4,0.4,61.8,55.0,4.76,4.78,2.95,971
8,2,3,4,0.71,62.6,57.0,5.67,5.7,3.56,2930
0,2,0,6,0.47,61.9,54.0,4.98,5.0,3.09,2378
2,2,2,2,0.5,62.7,57.0,5.09,5.06,3.18,1378
3,4,4,6,0.71,62.9,57.0,5.67,5.69,3.57,2867
11,3,3,4,0.7,62.8,57.0,5.67,5.64,3.55,2535
10,2,1,5,0.3,61.8,57.0,4.34,4.3,2.67,844
5,2,0,3,0.84,61.8,56.0,6.04,6.06,3.74,3246
1,4,4,2,0.51,62.0,57.0,5.11,5.19,3.19,1170
6,4,6,2,1.25,62.5,57.0,6.83,6.86,4.28,4702
7,3,3,5,1.19,62.3,58.0,6.82,6.77,4.23,7130
5,2,3,5,0.26,62.3,54.0,4.09,4.1,2.55,397
8,4,6,2,0.7,58.4,62.0,5.85,5.87,3.42,1836
1,2,4,5,0.31,62.0,57.0,4.38,4.33,2.7,628
9,2,3,5,0.7,62.7,54.0,5.65,5.7,3.65,3172
1,2,1,2,0.41,61.2,55.0,4.8,4.84,2.95,824
12,3,2,5,1.51,59.1,60.0,7.52,7.45,4.42,15253
5,2,2,2,0.7,61.4,57.0,5.67,5.69,3.49,2573
9,1,2,4,0.46,56.5,61.0,5.11,5.05,2.87,1109
11,2,3,6,0.52,62.0,55.0,5.15,5.18,3.2,2029
5,3,1,3,0.8,59.1,61.0,6.03,5.99,3.55,2304
1,4,5,3,1.21,62.0,56.0,6.79,6.86,4.23,5111
3,2,4,4,0.9,61.6,56.0,6.17,6.13,3.79,4592
2,0,4,4,1.51,58.0,67.0,7.63,7.57,4.41,11263
4,0,3,7,1.0,65.5,54.0,6.3,6.22,4.1,4928
9,3,4,5,1.01,60.7,61.0,6.47,6.39,3.9,4921
1,4,4,3,0.78,63.5,56.0,5.82,5.86,3.71,2265
2,3,0,2,0.3,61.0,61.0,4.29,4.27,2.61,709
0,4,4,3,1.01,58.8,58.0,6.57,6.62,3.88,4166
3,4,2,7,0.71,63.6,56.0,5.65,5.7,3.61,3332
12,2,5,4,2.01,61.4,59.0,8.06,8.13,4.97,17227
3,2,5,2,0.38,61.9,54.0,4.64,4.67,2.88,593
1,2,3,6,0.53,60.8,56.0,5.22,5.24,3.18,2005
5,3,0,3,1.75,60.6,60.0,7.78,7.74,4.7,13485
11,4,0,6,0.26,62.1,60.0,4.03,4.12,2.53,554
12,3,1,4,1.06,59.1,58.0,6.66,6.71,3.95,6669
10,2,3,2,1.03,60.5,55.0,6.59,6.54,3.97,5445
3,0,1,2,0.56,64.5,61.0,5.22,5.09,3.33,1358
1,2,1,5,0.32,61.3,57.0,4.42,4.45,2.72,702
12,2,0,2,0.6,62.2,56.0,5.44,5.4,3.37,1996
10,4,2,3,2.05,59.5,58.0,8.26,8.3,4.93,16819
5,3,4,4,0.9,60.2,58.0,6.32,6.28,3.79,4234
0,3,1,2,0.31,62.9,58.0,4.33,4.29,2.71,698
1,2,3,7,0.32,62.2,55.0,4.41,4.43,2.75,730
5,2,4,3,0.81,61.4,57.0,6.0,5.96,3.67,2375
3,3,3,5,0.7,58.2,60.0,5.84,5.78,3.38,2328
3,4,5,3,0.71,61.9,54.0,5.67,5.74,3.53,1902
11,3,5,2,1.22,62.1,59.0,6.8,6.86,4.24,5368
1,3,3,2,1.53,58.4,59.0,7.62,7.55,4.43,9476
10,4,2,3,0.71,59.0,58.0,5.84,5.89,3.46,2098
0,1,2,4,0.47,60.0,60.1,5.04,5.06,3.03,1243
2,2,1,7,0.5,62.2,54.0,5.08,5.12,3.17,2889
2,2,3,6,0.33,61.7,54.0,4.46,4.49,2.76,838
1,2,6,2,1.72,62.0,57.0,7.66,7.62,4.74,8688
7,2,3,2,1.3,61.6,55.0,7.01,7.05,4.33,8416
10,3,1,3,1.21,61.5,58.0,6.86,6.79,4.2,6223
1,3,4,7,0.26,59.8,61.0,4.18,4.15,2.49,565
7,2,2,5,0.31,61.9,55.0,4.35,4.37,2.7,757
3,4,5,2,2.21,62.9,59.0,8.3,8.34,5.23,17784
1,2,0,4,0.52,61.3,56.0,5.21,5.22,3.2,2550
1,2,3,5,0.56,60.6,57.0,5.33,5.36,3.24,1580
1,3,4,3,1.2,62.0,58.0,6.91,6.76,4.24,5376
1,2,3,3,0.72,61.4,56.0,5.76,5.83,3.56,2297
10,3,1,5,0.76,61.7,62.0,5.85,5.82,3.6,3064
8,1,3,3,1.51,63.7,57.0,7.28,7.21,4.62,7695
6,1,4,7,0.77,64.3,57.9,5.7,5.86,3.71,2734
1,4,4,5,0.7,61.4,54.0,5.77,5.66,3.51,2138
3,2,3,7,0.35,61.9,57.0,4.49,4.52,2.79,676
11,1,1,3,0.9,64.1,58.0,6.04,6.09,3.89,3595
1,2,1,2,1.02,62.3,54.0,6.45,6.49,4.03,5509
3,1,2,4,1.04,63.2,57.0,6.41,6.44,4.06,7399
11,2,3,1,0.43,61.3,56.0,4.86,4.9,2.99,1318
1,2,4,6,0.3,62.4,53.0,4.28,4.31,2.68,684
8,2,0,5,0.3,60.8,57.0,4.31,4.34,2.63,710
10,2,2,4,0.58,62.1,56.0,5.32,5.38,3.32,1983
10,3,5,2,1.0,62.2,62.0,6.39,6.33,3.96,3360
6,2,4,2,1.02,59.8,58.0,6.56,6.58,3.93,5505
3,2,2,4,1.23,62.5,54.0,6.85,6.82,4.27,9836
12,3,3,5,2.01,60.6,59.0,8.16,8.12,4.93,17057
10,4,6,2,1.35,61.1,61.0,7.1,7.13,4.35,5613
6,1,4,2,1.5,61.0,59.0,7.31,7.39,4.48,9394
8,2,4,6,0.33,62.2,55.0,4.44,4.4,2.75,965
5,4,3,2,0.99,62.8,56.0,6.34,6.36,3.99,4863
6,4,4,4,0.23,59.4,61.0,4.0,4.05,2.39,338
3,2,3,2,0.3,60.6,57.0,4.34,4.37,2.63,487
7,4,3,4,1.51,63.5,55.0,7.26,7.3,4.62,13624
6,2,4,2,0.3,62.2,57.0,4.27,4.28,2.66,450
4,2,2,2,0.55,61.8,55.0,5.22,5.27,3.24,1316
11,2,1,5,0.33,61.3,55.0,4.46,4.48,2.74,723
1,4,4,3,0.9,63.0,55.0,6.1,6.16,3.86,3162
5,2,3,7,0.31,61.4,57.0,4.38,4.42,2.69,671
5,4,3,3,0.81,63.2,60.0,5.82,5.79,3.67,2095
12,3,1,5,0.9,59.5,58.0,6.33,6.28,3.75,5312
4,3,4,3,0.73,62.5,58.0,5.73,5.69,3.57,2234
2,3,1,5,1.2,62.2,59.0,6.82,6.78,4.23,8602
3,1,0,2,0.36,63.4,57.0,4.55,4.57,2.89,663
1,3,2,5,1.0,62.4,60.0,6.38,6.35,3.97,6468
12,1,4,5,0.31,63.1,58.0,4.31,4.34,2.73,489
7,3,1,3,0.34,61.7,58.0,4.5,4.54,2.79,477
7,3,1,5,0.5,61.3,58.0,5.12,5.06,3.12,1746
1,2,2,5,0.3,61.8,56.0,4.3,4.31,2.66,605
4,2,4,4,0.72,61.5,55.0,5.77,5.85,3.56,3274
4,2,4,7,0.34,62.2,55.0,4.49,4.48,2.79,880
7,2,3,7,0.43,60.9,57.0,4.86,4.89,2.97,1408
5,2,1,7,0.3,61.4,55.0,4.36,4.34,2.67,1125
8,3,3,5,0.34,61.0,58.0,4.46,4.49,2.73,596
7,3,5,4,0.32,62.0,58.0,4.37,4.4,2.72,505
7,3,5,5,1.7,61.2,59.0,7.62,7.55,4.64,11360
12,2,2,2,0.42,60.8,54.0,4.83,4.94,2.97,843
9,3,0,5,0.43,60.7,58.0,4.88,4.84,2.95,1129
12,2,4,4,0.27,61.6,56.0,4.16,4.19,2.57,480
3,2,4,3,1.55,62.1,57.0,7.39,7.43,4.6,8678
5,1,1,2,0.4,63.5,56.0,4.67,4.72,2.98,737
2,3,0,3,1.5,59.6,59.0,7.54,7.46,4.47,7076
9,2,0,7,0.31,61.9,56.0,4.39,4.37,2.71,982
3,2,3,7,0.59,62.3,56.0,5.34,5.39,3.34,2155
10,2,3,5,0.34,62.4,57.0,4.46,4.48,2.79,517
5,4,3,2,0.7,62.5,57.0,5.63,5.7,3.54,2106
8,2,1,4,0.55,62.0,56.0,5.27,5.24,3.26,2107
6,2,1,7,0.23,62.8,57.0,3.91,3.96,2.47,530
9,2,0,5,0.53,62.1,55.0,5.2,5.17,3.22,1956
3,2,4,3,0.9,62.1,55.0,6.17,6.2,3.84,4001
8,3,4,6,0.26,59.8,59.0,4.17,4.12,2.48,600
8,4,6,2,1.05,62.5,58.0,6.47,6.52,4.06,4199
3,3,3,3,2.0,61.4,59.0,8.14,8.06,4.97,11544
2,2,0,5,0.47,60.3,57.0,5.02,5.07,3.04,1270
5,4,6,2,0.72,61.1,57.0,5.75,5.8,3.53,1866
0,2,4,7,0.32,62.2,54.0,4.42,4.46,2.76,628
11,4,1,3,0.57,58.8,57.3,5.42,5.46,3.21,1384
0,4,1,7,0.24,62.5,58.0,3.96,4.01,2.49,485
1,4,2,3,2.09,63.4,55.0,8.18,8.11,5.16,18640
10,2,1,7,0.31,61.6,57.0,4.37,4.33,2.68,1046
9,1,3,3,0.32,63.4,55.0,4.32,4.35,2.75,421
6,4,2,5,1.01,59.1,59.0,6.58,6.65,3.91,6196
12,1,4,5,1.05,63.7,58.0,6.45,6.4,4.09,5592
4,2,3,2,1.52,60.7,57.0,7.41,7.38,4.49,9704
10,2,0,5,1.06,62.5,54.0,6.53,6.6,4.1,6856
5,2,0,3,1.2,60.2,57.0,6.88,6.93,4.16,6140
10,4,4,5,0.34,63.1,56.0,4.46,4.41,2.8,689
1,3,1,5,0.3,60.4,58.0,4.34,4.3,2.61,844
3,2,2,4,0.41,62.3,55.0,4.79,4.77,2.98,1076
7,3,3,3,1.05,60.1,60.0,6.58,6.66,3.98,3828
0,2,0,5,0.31,62.1,54.0,4.33,4.37,2.7,734
1,0,1,2,1.01,65.1,61.0,6.27,6.24,4.07,4480
10,4,4,3,2.02,62.3,58.0,7.97,8.04,4.99,15064
1,2,4,3,0.78,62.6,56.0,5.88,5.81,3.66,1909
3,0,0,7,0.7,58.5,62.0,5.72,5.81,3.37,3296
9,4,6,2,1.51,62.9,59.0,7.25,7.29,4.57,6942
5,1,1,3,0.7,63.5,56.0,5.6,5.68,3.58,2453
1,2,1,2,0.34,62.2,55.0,4.45,4.49,2.78,596
7,3,5,3,1.74,62.2,58.0,7.65,7.61,4.75,7858
6,2,5,4,0.28,62.4,54.0,4.18,4.19,2.61,448
11,1,3,4,0.59,60.4,61.2,5.38,5.43,3.26,1910
3,2,1,7,0.3,62.1,57.0,4.27,4.3,2.66,766
5,2,2,5,0.3,60.9,56.0,4.35,4.32,2.64,776
12,4,0,7,0.29,62.3,59.0,4.21,4.26,2.64,664
5,4,4,4,0.3,63.1,57.0,4.26,4.24,2.68,675
2,2,3,5,0.56,62.1,56.0,5.29,5.31,3.29,1580
9,2,1,4,0.41,61.4,57.0,4.79,4.82,2.95,1079
8,2,2,3,1.0,62.4,57.0,6.37,6.42,3.99,5798
2,3,4,2,0.91,62.2,60.0,6.22,6.16,3.85,3669
1,2,1,4,0.32,61.7,56.0,4.42,4.39,2.72,972
4,2,1,2,1.01,62.0,56.0,6.41,6.47,3.99,5534
3,1,2,3,1.0,60.2,65.0,6.38,6.41,3.85,4386
7,4,0,5,0.4,62.8,56.0,4.71,4.75,2.97,918
9,2,3,7,1.21,61.3,57.0,6.83,6.85,4.19,10568
10,1,5,4,0.7,63.2,55.0,5.58,5.63,3.54,2274
10,3,3,7,0.5,60.9,59.0,5.09,5.12,3.11,1838
0,1,2,5,0.41,63.2,57.0,4.74,4.76,3.0,863
4,4,2,7,1.01,62.5,63.0,6.41,6.38,4.0,7715
4,3,3,5,1.22,61.8,58.0,6.91,6.84,4.25,8362
8,2,0,5,0.52,62.3,54.0,5.19,5.14,3.22,1919
9,2,3,7,1.01,60.6,57.0,6.54,6.5,3.95,7366
1,2,4,1,0.32,61.6,54.0,4.41,4.49,2.74,814
7,2,0,2,1.18,61.9,55.0,6.76,6.8,4.2,7087
2,1,2,5,0.5,57.8,63.0,5.2,5.15,2.99,1279
6,4,5,3,1.11,63.7,58.0,6.57,6.53,4.17,3882
3,1,6,2,2.02,63.5,60.0,7.93,7.98,5.05,12798
8,3,3,3,1.4,60.6,58.0,7.26,7.22,4.39,5723
10,4,0,4,0.25,60.0,63.0,4.05,4.08,2.44,388
3,2,5,4,0.28,62.5,54.0,4.18,4.23,2.63,448
5,2,5,3,1.52,61.7,57.0,7.38,7.41,4.56,7582
5,2,6,7,1.57,61.4,57.0,7.5,7.45,4.59,9516
1,0,1,3,1.0,56.9,63.0,6.54,6.49,3.71,3889
0,2,1,5,0.37,62.5,56.0,4.61,4.58,2.87,1041
4,4,0,5,0.7,63.3,56.0,5.6,5.58,3.54,2826
4,4,3,3,1.01,63.1,55.0,6.36,6.31,4.0,3507
10,4,2,4,0.92,61.0,60.0,6.25,6.27,3.82,5006
11,2,6,2,1.2,62.3,56.0,6.77,6.81,4.23,4830
5,2,1,5,1.01,61.5,57.0,6.44,6.48,3.97,7288
1,3,3,2,1.0,60.2,59.0,6.5,6.39,3.88,4427
9,2,1,3,0.95,62.2,56.0,6.26,6.35,3.92,4068
2,3,3,2,1.01,62.7,59.0,6.41,6.35,4.0,4808
7,2,5,2,0.32,62.4,57.0,4.35,4.37,2.72,432
6,2,0,4,0.5,63.0,57.0,5.06,5.0,3.17,1571
4,3,3,4,0.56,61.2,60.0,5.26,5.3,3.23,1819
7,2,3,2,0.35,61.3,56.0,4.54,4.56,2.79,522
6,1,5,3,1.12,64.3,60.0,6.59,6.56,4.23,3838
12,3,6,4,0.81,61.7,61.0,5.94,5.9,3.65,2350
1,2,0,7,0.42,61.7,57.0,4.82,4.8,2.97,1210
3,2,3,7,0.5,61.4,57.0,5.1,5.13,3.14,1838
8,4,0,2,1.02,62.7,60.0,6.34,6.39,3.99,5709
3,3,1,3,0.51,62.0,57.0,5.13,5.09,3.17,1205
12,1,3,7,1.4,63.4,59.0,7.04,7.12,4.49,11519
3,2,4,1,0.71,61.2,56.0,5.74,5.79,3.53,3146
9,2,3,4,0.39,62.6,55.0,4.66,4.69,2.93,1008
1,2,2,6,0.58,61.6,57.0,5.33,5.38,3.3,2728
4,4,3,2,0.43,62.3,59.0,4.79,4.81,2.99,754
6,4,4,7,0.9,59.9,61.0,6.29,6.19,3.74,4637
11,3,1,2,1.51,60.6,59.0,7.45,7.41,4.5,12738
0,2,4,1,1.55,61.4,57.0,7.47,7.42,4.57,13544
6,2,2,6,0.32,61.4,56.0,4.4,4.43,2.71,912
1,4,1,3,1.0,60.7,59.0,6.38,6.44,3.89,4311
4,3,4,4,0.38,61.6,58.0,4.7,4.65,2.88,983
3,2,2,6,0.43,62.3,55.0,4.85,4.88,3.03,1358
5,3,5,2,1.51,58.6,62.0,7.51,7.45,4.38,8574
10,2,1,2,0.82,61.8,58.0,5.99,6.05,3.72,3622
11,0,4,0,2.0,66.8,57.0,7.81,7.72,5.19,8064
11,4,3,5,1.06,59.8,58.0,6.64,6.7,3.99,6818
7,2,3,7,0.42,61.7,56.0,4.84,4.88,3.0,1571
2,2,2,1,0.3,62.0,56.0,4.3,4.34,2.68,947
3,3,2,3,1.58,59.1,59.0,7.68,7.59,4.51,6194
10,2,1,4,0.41,62.1,56.0,4.75,4.78,2.96,1079
7,2,0,5,0.51,61.9,54.0,5.14,5.17,3.19,1660
3,4,0,4,0.3,60.1,58.0,4.35,4.37,2.62,666
11,1,4,5,1.52,63.3,57.0,7.32,7.33,4.64,10428
5,2,5,2,1.04,61.3,57.0,6.57,6.54,4.02,4659
0,4,0,5,0.54,60.5,59.0,5.24,5.28,3.18,1885
7,2,0,5,0.32,61.6,56.0,4.4,4.37,2.7,972
11,4,2,4,1.51,61.7,59.0,7.29,7.33,4.51,15440
1,4,2,5,1.01,61.0,57.0,6.42,6.5,3.94,6073
12,2,1,2,0.55,61.8,58.0,5.24,5.28,3.25,1609
10,2,5,4,0.73,62.1,55.8,5.77,5.81,3.6,2302
2,2,1,6,0.3,60.5,57.0,4.39,4.34,2.64,956
3,3,1,5,0.33,61.0,60.0,4.47,4.42,2.71,928
10,2,3,5,0.3,61.8,54.0,4.34,4.37,2.69,545
4,1,0,4,1.0,62.7,62.0,6.21,6.23,3.9,7672
4,0,1,3,0.48,55.2,60.0,5.29,5.25,2.91,907
9,0,5,5,0.81,64.6,59.0,5.83,5.78,3.75,2414
3,4,2,2,0.5,63.2,58.0,5.08,5.04,3.2,1106
2,3,2,2,0.71,59.8,61.0,5.81,5.79,3.47,2633
8,2,5,0,1.21,61.3,57.0,6.94,6.89,4.24,3686
2,3,0,5,0.9,62.6,59.0,6.14,6.17,3.85,5001
10,2,5,5,1.16,60.8,56.0,6.85,6.81,4.15,5587
8,2,0,2,0.31,61.8,57.0,4.32,4.36,2.68,571
2,1,0,3,1.07,61.0,62.0,6.6,6.68,4.05,4710
3,3,3,4,0.5,58.9,59.0,5.21,5.15,3.05,1629
3,4,2,7,0.32,63.8,55.0,4.33,4.39,2.78,701
8,3,1,2,1.51,61.5,61.0,7.41,7.31,4.53,11565
12,1,2,7,0.51,62.4,63.0,5.05,5.08,3.16,2195
3,2,1,6,0.31,61.7,55.0,4.38,4.4,2.71,1105
9,3,0,2,1.2,59.7,59.0,6.91,6.86,4.11,7338
4,2,1,5,0.32,60.8,55.0,4.49,4.42,2.71,900
10,4,2,7,0.38,61.9,59.7,4.64,4.65,2.87,1060
5,1,4,4,0.38,64.4,57.0,4.54,4.59,2.94,721
0,2,0,2,0.3,61.7,56.0,4.35,4.31,2.67,709
8,3,2,3,0.93,61.3,62.0,6.26,6.17,3.81,3317
5,3,1,2,0.39,59.1,59.0,4.81,4.76,2.83,860
5,4,3,4,0.3,61.4,58.0,4.32,4.35,2.66,605
5,3,0,5,0.34,60.4,60.0,4.51,4.56,2.74,805
1,2,0,4,0.3,61.6,54.0,4.34,4.36,2.68,718
6,2,4,2,1.04,62.5,57.0,6.5,6.46,4.05,4648
8,4,4,2,0.41,62.8,56.0,4.72,4.77,2.98,683
7,2,5,3,0.6,61.8,55.0,5.44,5.46,3.37,1009
1,3,6,5,1.34,62.6,58.0,7.08,7.01,4.41,5778
0,2,5,4,0.35,61.7,54.0,4.54,4.57,2.81,571
12,4,5,6,0.38,62.6,59.0,4.6,4.64,2.89,630
12,4,3,1,1.05,58.9,61.0,6.64,6.67,3.92,9013
11,2,4,6,0.3,62.0,55.0,4.3,4.34,2.68,684
1,1,5,5,1.05,64.3,55.0,6.46,6.42,4.14,4550
4,4,3,3,0.91,63.3,57.0,6.12,6.08,3.86,3282
5,2,2,7,0.59,61.7,56.0,5.38,5.41,3.33,2551
5,2,2,3,0.51,61.3,57.0,5.16,5.19,3.17,1146
1,3,1,5,0.5,62.0,58.0,5.07,5.09,3.15,1559
5,1,3,5,1.0,63.3,60.0,6.29,6.37,4.01,5500
3,4,3,7,0.51,61.7,58.0,5.13,5.18,3.18,1875
5,0,4,4,1.98,58.3,69.0,8.28,8.17,4.8,12923
9,3,3,3,0.51,63.0,61.0,5.08,4.99,3.17,1056
3,2,0,4,0.39,61.8,54.0,4.69,4.73,2.91,988
3,2,0,5,0.55,61.4,57.0,5.31,5.27,3.25,2030
8,4,1,5,0.76,61.0,58.0,5.88,5.93,3.6,3111
5,3,5,5,1.22,60.1,58.0,6.92,7.0,4.18,5405
9,4,6,5,1.32,62.1,57.0,7.01,7.04,4.36,6079
2,2,3,6,1.07,61.4,55.0,6.59,6.66,4.06,9703
3,4,2,3,1.0,60.2,59.0,6.41,6.48,3.88,4082
2,2,1,6,0.33,61.5,56.0,4.46,4.49,2.75,984
7,2,4,5,1.01,62.1,54.0,6.5,6.44,4.02,4909
6,3,3,5,0.31,61.5,59.0,4.36,4.32,2.67,698
4,3,4,2,1.01,62.2,54.0,6.48,6.41,4.01,4707
1,3,4,3,1.21,60.9,61.0,6.88,6.82,4.17,5218
3,2,1,4,0.46,62.2,54.0,4.9,4.94,3.06,1393
10,2,3,3,1.54,61.9,55.0,7.47,7.39,4.6,9193
1,4,1,3,1.05,63.3,57.0,6.5,6.46,4.1,4763
1,4,2,4,1.52,63.4,60.0,7.3,7.25,4.61,16670
4,2,2,3,1.0,62.7,57.0,6.34,6.29,3.96,4155
2,3,1,5,0.5,60.6,59.0,5.17,5.06,3.1,1654
12,2,2,5,0.32,62.6,55.0,4.38,4.41,2.75,645
8,4,3,2,0.91,63.1,63.0,6.16,6.11,3.87,3445
10,1,3,5,1.0,63.5,59.0,6.23,6.33,3.99,5860
0,2,1,4,0.38,62.7,55.0,4.65,4.6,2.9,1069
2,4,0,5,0.54,60.7,57.0,5.24,5.29,3.2,2113
8,3,2,5,0.32,62.1,59.0,4.35,4.41,2.72,645
9,3,6,5,1.51,62.3,59.0,7.36,7.3,4.57,6342
0,3,4,6,0.57,61.6,58.0,5.39,5.35,3.31,2172
4,1,6,0,0.91,63.1,57.0,6.06,6.12,3.84,1945
7,3,2,4,0.51,60.7,59.0,5.11,5.13,3.11,1627
2,3,3,2,0.42,62.2,58.0,4.75,4.73,2.95,945
1,2,6,3,1.27,62.6,57.0,6.88,6.85,4.3,4779
3,3,3,5,0.33,60.6,61.0,4.49,4.46,2.71,743
12,2,5,4,0.92,62.3,55.0,6.24,6.28,3.9,4587
10,2,4,4,0.5,61.9,54.0,5.12,5.15,3.18,1370
6,2,3,4,1.05,62.2,57.0,6.49,6.51,4.04,7357
1,2,1,2,0.62,62.4,53.0,5.47,5.5,3.42,1779
3,4,0,2,1.58,62.4,60.0,7.41,7.44,4.63,12799
10,3,2,5,1.0,60.7,58.0,6.45,6.36,3.89,6899
10,2,2,0,0.96,60.7,55.0,6.41,6.37,3.88,2826
11,2,4,5,0.55,62.0,55.0,5.31,5.28,3.28,1664
12,0,1,2,0.74,66.0,56.0,5.6,5.67,3.72,2069
1,2,2,2,0.53,62.4,57.0,5.18,5.21,3.24,1268
12,2,1,2,0.76,61.3,55.0,5.87,5.91,3.61,3584
1,2,1,5,0.31,60.8,54.0,4.4,4.39,2.67,872
0,2,0,2,0.73,61.4,56.0,5.78,5.82,3.56,2995
2,1,3,5,0.61,59.6,61.5,5.47,5.52,3.27,1821
5,1,5,0,1.29,64.2,54.0,6.93,6.83,4.42,3098
3,3,0,2,0.32,61.5,59.0,4.39,4.42,2.71,589
3,3,5,2,1.2,60.7,59.0,6.9,6.87,4.18,5510
7,4,3,5,0.3,63.1,56.0,4.28,4.25,2.69,675
3,3,3,2,0.32,62.8,56.0,4.36,4.34,2.73,612
8,2,4,3,2.07,61.9,55.0,8.15,8.23,5.07,15475
7,4,4,5,0.7,63.4,60.0,5.61,5.59,3.55,2415
11,3,5,5,1.53,62.0,58.0,7.36,7.41,4.58,10013
10,4,4,4,0.73,61.4,58.0,5.75,5.85,3.56,2557
3,4,2,5,0.5,63.0,57.0,5.02,5.1,3.19,1272
11,2,2,1,0.3,60.4,60.0,4.32,4.35,2.62,873
3,2,3,5,0.4,62.3,57.0,4.7,4.71,2.93,807
9,3,4,5,1.02,62.5,60.0,6.43,6.38,4.0,5312
2,0,1,3,0.72,68.4,64.0,5.38,5.32,3.66,2125
10,2,2,1,0.3,62.3,55.0,4.3,4.34,2.69,886
8,4,3,7,0.73,61.4,58.0,5.83,5.86,3.59,3288
2,2,5,4,0.71,60.9,55.0,5.8,5.81,3.53,2525
1,3,2,4,0.8,60.5,59.0,6.0,6.03,3.64,3813
1,2,3,4,0.73,60.9,59.0,5.79,5.83,3.54,3459
1,2,0,7,0.51,61.3,56.0,5.14,5.15,3.16,3223
9,2,2,7,0.41,62.6,55.0,4.73,4.76,2.97,1115
11,4,0,2,0.7,61.1,57.0,5.74,5.66,3.48,2677
